code	text
23792	Pharmaceutical benefits that have the forms filgrastim 480 microgram/0.5 mL injection, 10 x 0.5 mL syringes and filgrastim 480 microgram/1.6 mL injection, 10 x 1.6 mL vials and filgrastim 480 microgram/0.5 mL injection, 5 x 0.5 mL syringes are equivalent for the purposes of substitution.
23865	Treatment should be initiated by a specialist knowledgeable in the use of potent opioids for the management of chronic breathlessness.
23866	Applications for an increased maximum quantity to provide for 1 month's supply of this drug will be authorised.
23936	Prescribers must include the proprietary name (brand) on the prescription to ensure the appropriate item is approved.
23951	Patients are eligible for PBS-subsidised treatment with only one of imatinib, dasatinib, nilotinib or ponatinib at any one time and must not be receiving concomitant interferon alfa therapy.
23952	1. Continuing treatmentFirst continuing applications are to be written, at which time patients in whom a major cytogenetic response or peripheral blood BCR-ABL level of less than 1% has been demonstrated may receive authorisation for a further 12 months of treatment.Subsequent authority applications for continuing therapy may be made by telephoning the Department of Human Services on 1800 700 270 (hours of operation 8 a.m. to 5 p.m. EST Monday to Friday).2. Authority approval requirements.Response criteria to treatment with ponatinib:For the purposes of assessing response to PBS-subsidised treatment with ponatinib, either cytogenetic analysis indicating the number of Philadelphia positive [t (9;22)] cells in the bone marrow measured by standard karyotyping, or quantitative PCR indicating the relative level of BCR-ABL transcript in the peripheral blood using the international scale, must be submitted. For bone marrow analyses, where the standard karyotyping is not informative for technical reasons, a cytogenetic analysis performed on the bone marrow by the use of fluorescence in situ hybridisation (FISH) with BCR-ABL specific probe must be submitted. The cytogenetic or peripheral blood quantitative PCR analyses must be conducted within 18 months of the commencement of treatment with ponatinib (patients in whom a major cytogenetic response or peripheral blood BCR-ABL level of less than 1% is demonstrable by 18 months are eligible to receive first continuing treatment with this drug).Thereafter, at no greater than 12 month intervals a major cytogenetic response or a peripheral blood BCR-ABL level of less than 1% must be sustained to receive subsequent continuing treatments with this drug.3. Definitions of response.A major cytogenetic response is defined as less than 35% Philadelphia positive bone marrow cells.A peripheral blood BCR-ABL level of less than 1% on the international scale (Blood 108: 28-37, 2006).4. Definitions of loss of response.Loss of a previously documented major cytogenetic response (demonstrated by the presence of greater than 35% Ph positive cells on bone marrow biopsy), during ongoing tyrosine kinase inhibitor therapy.Loss of a previously demonstrated molecular response (demonstrated by peripheral blood BCR-ABL levels increasing consecutively in value by at least 5 fold to a level of greater than 0.1% confirmed on a subsequent test), during ongoing tyrosine kinase inhibitor therapy.
23973	Authority applications for increased quantities/ repeats (where relevant) may be made by telephone to the Department of Human Services on 1800 700 270 (hours of operation 8 a.m. to 5 p.m. EST Monday to Friday).
24034	Patients are eligible to receive a loading dose for the first dose of a treatment cycle while receiving induction treatment. Two prescriptions are required, the first prescription for the loading dose at a dose no higher than 0.8mg per m2, and the second prescription for two doses at a dose no higher than 0.5mg per m2. Both prescriptions must be submitted with the initial application.
24035	Once a patient achieves complete remission or complete remission with partial haematological recovery, a new prescription must be written under the consolidation treatment phase.
24053	Patient will be eligible for a maximum of one PBS-subsidised prescription as initial therapy to enable their response to treatment with sapropterin to be assessed.
24111	Pharmaceutical benefits that have the form ethosuximide 250 mg capsule, 200 and pharmaceutical benefits that have the form ethosuximide 250 mg capsule, 100 are equivalent for the purposes of substitution.
24113	Pharmaceutical benefits that have the form apomorphine injection 30 mg/3 mL pen device and pharmaceutical benefits that have the form apomorphine injection 30 mg/3 mL cartridge are equivalent for the purposes of substitution.
24133	The listing is intended to provide treatment for syphilis in Aboriginal and Torres Strait Islander patients in non-remote areas.
24187	This formulation is suitable for patients aged 3 and older.
24211	Pharmaceutical benefits that have the form tiotropium 18 microgram powder for inhalation and pharmaceutical benefits that have the form tiotropium 13 microgram powder for inhalation are equivalent for the purposes of substitution.
24233	Pharmaceutical benefits that have the form tenofovir disoproxil fumarate 300 mg with emtricitabine 200 mg and efavirenz 600 mg tablet and pharmaceutical benefits that have the form tenofovir disoproxil maleate 300 mg with emtricitabine 200 mg and efavirenz 600 mg tablet are equivalent for the purposes of substitution.
24248	Pharmaceutical benefits that have the form flucloxacillin 250 mg capsule, 28 and pharmaceutical benefits that have the form flucloxacillin 250 mg capsule, 24 are equivalent for the purposes of substitution.
24249	Pharmaceutical benefits that have the form flucloxacillin 500 mg capsule, 24 and pharmaceutical benefits that have the form flucloxacillin 500 mg capsule, 100 are equivalent for the purposes of substitution.
24253	The following information applies to the prescribing under the Pharmaceutical Benefits Scheme (PBS) of tyrosine kinase inhibitors (TKI) agents for the chronic phase of chronic myeloid leukaemia. Where the term TKI agent appears in the following notes and restrictions it refers to imatinib mesilate, dasatinib or nilotinib.Patients are eligible for PBS-subsidised treatment with only one TKI agent at any one time and must not be receiving concomitant interferon alfa therapy. Eligible patients may only swap between TKI agents if they have not failed prior PBS-subsidised treatment with that agent.1. Initial First-line treatment From 1 April 2012, under the PBS, a patient will be able to be prescribed any of imatinib mesilate, dasatinib or nilotinib within the initial 18 month treatment period, as long as only one agent is used at a time and providing the patient has not failed to respond to any one of these TKIs.During the initial 18 month treatment period, switching between approved first-line agents may only occur for reasons of intolerance, not failure to respond2. Continuing First-line treatmentPatients must maintain a major cytogenetic response or have a peripheral blood BCR-ABL of less than 1% to receive continuing therapy.For imatinib mesilate:First continuing applications may be made by telephoning the Department of Human Services on 1800 700 270 (hours of operation 8 a.m. to 5 p.m. EST Monday to Friday).For dasatinib or nilotinib:First continuing applications are to be written and must include a pathology report demonstrating the patient has responded to the initial course of treatment.Second and subsequent authority applications for continuing therapy may be made by telephoning the Department of Human Services on 1800 700 270 (hours of operation 8 a.m. to 5 p.m. EST Monday to Friday).During continuing therapy beyond the initial 18 month treatment period, switching between approved first-line agents may only occur for reason of intolerance. Where there is failure to respond, switching may only occur through application for prescription of second-line agents.Where a patient has previously received PBS-subsidised treatment with imatinib mesilate, dasatinib or nilotinib no approval will be granted for PBS-subsidised re-treatment in the chronic phase of chronic myeloid leukaemia, where that patient has at any time failed to meet the response criteria whilst on that TKI agent.3. Authority approval requirements.Response criteria to initial first-line treatment with imatinib mesilate, dasatinib or nilotinib:For the purposes of assessing response to PBS-subsidised treatment with imatinib mesilate, dasatinib or nilotinib either cytogenetic analysis indicating the number of Philadelphia positive [t (9;22)] cells in the bone marrow measured by standard karyotyping, or quantitative PCR indicating the relative level of BCR-ABL transcript in the peripheral blood using the international scale, must be submitted. For bone marrow analyses, where the standard karyotyping is not informative for technical reasons, a cytogenetic analysis performed on the bone marrow by the use of fluorescence in situ hybridisation (FISH) with BCR-ABL specific probe must be submitted. The cytogenetic or peripheral blood quantitative PCR analyses must be submitted within 18 months of the commencement of treatment with dasatinib or nilotinib (patients in whom a major cytogenetic response or peripheral blood BCR-ABL level of less than 1% is demonstrable by 18 months are eligible to receive continuing treatment with that agent).4. Definitions of responseA major cytogenetic response is defined as less than 35% Philadelphia positive bone marrow cells.A peripheral blood BCR-ABL level of less than 1% on the international scale (Blood 108: 28-37, 2006) also indicates a response, at least the biological equivalent of a major cytogenetic response.5. Definitions of loss of responseLoss of a previously documented major cytogenetic response (demonstrated by the presence of greater than 35% Ph positive cells on bone marrow biopsy), during ongoing tyrosine kinase inhibitor (TKI) therapy.Loss of a previously demonstrated molecular response (demonstrated by peripheral blood BCR-ABL levels increasing consecutively in value by at least 5 fold to a level of greater than 0.1% confirmed on a subsequent test), during ongoing tyrosine kinase inhibitor therapy.
